tournament,bid,seed,rWon,code,school,gender,speaks,phouse,location,state,grad,numGender,facPhouse,facInstate,numInstate
UT,Semis,140,2,EdmNor LE,Edmond North,male,83.9,0,Texas,Oklahoma,2016,1,non-Powerhouse,outofstate,0
UT,Semis,134,2,EdmNor NC,Edmond North,female,84.5,0,Texas,Oklahoma,2016,0,non-Powerhouse,outofstate,0
UT,Semis,121,2,EdmNor PL,Edmond North,female,85.1,0,Texas,Oklahoma,2017,0,non-Powerhouse,outofstate,0
UT,Semis,43,4,EdmNor PY,Edmond North,female,84.4,0,Texas,Oklahoma,2017,0,non-Powerhouse,outofstate,0
UT,Semis,22,4,EdmSan IM,Edmond Santa Fe,male,87.7,0,Texas,Oklahoma,2016,1,non-Powerhouse,outofstate,0
UT,Semis,149,2,Elkins JS,Elkins,male,83.4,0,Texas,Texas,2019,1,non-Powerhouse,instate,1
UT,Semis,136,2,Ennis DM,Ennis,female,84.3,0,Texas,Texas,NA,0,non-Powerhouse,instate,1
UT,Semis,19,4,Episco AB,Episcopal,male,88.1,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,110,2,Episco RM,Episcopal,female,86.1,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,159,2,Episco TC,Episcopal,male,82.3,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,109,2,GeoRan AS,George Ranch,female,86.3,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,103,2,GeoRan ASh,George Ranch,female,87.1,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,33,4,Guyer RS,Guyer,male,86.2,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,142,2,Hallsv KS,Hallsville,male,83.8,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,184,1,HarSou CS,Harlingen South,male,83,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,107,2,Hebron AL,Hebron,female,86.8,0,Texas,Texas,2019,0,non-Powerhouse,instate,1
UT,Semis,50,3,Hebron AN,Hebron,male,87.6,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,120,2,Hebron SM,Hebron,female,85.22,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,155,2,Hebron SY,Hebron,female,82.5,0,Texas,Texas,2019,0,non-Powerhouse,instate,1
UT,Semis,168,2,Hockad AO,Hockaday,female,80.6,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,171,1,Hockad CI,Hockaday,female,88.1,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,188,1,Hockad CY,Hockaday,female,82.3,0,Texas,Texas,2019,0,non-Powerhouse,instate,1
UT,Semis,122,2,Hockad ES,Hockaday,female,85.1,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,133,2,Hockad JW,Hockaday,female,84.5,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,187,1,Hockad SA,Hockaday,female,82.6,0,Texas,Texas,2019,0,non-Powerhouse,instate,1
UT,Semis,65,3,Hockad SM,Hockaday,female,86.3,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,151,2,Hockad TK,Hockaday,female,83,0,Texas,Texas,2019,0,non-Powerhouse,instate,1
UT,Semis,36,4,HouMem CC,Houston Memorial,female,85.4,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,146,2,HouMem JM,Houston Memorial,female,83.6,0,Texas,Texas,2019,0,non-Powerhouse,instate,1
UT,Semis,119,2,HouMem MA,Houston Memorial,male,85.3,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,6,5,HouMem PK,Houston Memorial,male,87.3,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,29,4,JamBow WG,James Bowie,male,86.5,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,23,4,KatTay AW,Katy Taylor,female,87.4,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,56,3,KatTay MX,Katy Taylor,female,86.9,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,200,0,Kempne AK,Kempner,male,82.2,0,Texas,Texas,2019,1,non-Powerhouse,instate,1
UT,Semis,67,3,Kempne FH,Kempner,male,86.2,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,59,3,Kempne KT,Kempner,male,86.6,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,53,3,Kempne TL,Kempner,male,87.47,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,8,5,Kingwo KP,Kingwood,female,86.1,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,102,2,Kingwo RG,Kingwood,male,87.1,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,75,3,Kinkai CP,Kinkaid,male,85.7,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,162,2,Kinkai JB,Kinkaid,male,82,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,71,3,Kinkai JG,Kinkaid,female,86.1,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,169,2,Kinkai JS,Kinkaid,male,75,0,Texas,Texas,2019,1,non-Powerhouse,instate,1
UT,Semis,16,4,Kinkai JY,Kinkaid,male,88.3,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,17,4,Kinkai SS,Kinkaid,male,88.25,0,Texas,Texas,NA,1,non-Powerhouse,instate,1
UT,Semis,182,1,Klein CW,Klein,male,83.3,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,193,1,Klein JR,Klein,male,79,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,41,4,Klein NG,Klein,male,85,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,100,2,KleOak AG,Klein Oak,male,87.5,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,173,1,KleOak RR,Klein Oak,male,87.3,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,191,1,LakTra BO,Lake Travis,male,80.25,0,Texas,Texas,2019,1,non-Powerhouse,instate,1
UT,Semis,118,2,LakTra FM,Lake Travis,male,85.4,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,57,3,LakTra KE,Lake Travis,female,86.8,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,96,3,LawMag,Law Magnet,female,82.6,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,137,2,LawMag AD,Law Magnet,female,84.2,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,129,2,LawMag BC,Law Magnet,male,84.6,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,105,2,LawMag CL,Law Magnet,female,86.9,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,13,4,LawMag DD,Law Magnet,male,89.1,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,139,2,LawMag DN,Law Magnet,female,83.9,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,45,4,LawMag DR,Law Magnet,male,82.5,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,185,1,LawMag ES,Law Magnet,female,82.75,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,60,3,LawMag JM,Law Magnet,male,86.5,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,126,2,LawMag KJ,Law Magnet,female,84.8,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,87,3,LawMag MG,Law Magnet,male,84.8,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,115,2,LibChr BS,Liberty Christian,female,85.7,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,132,2,Lindal RM,Lindale,male,84.5,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,153,2,LosAla AS,Los Alamos,male,82.7,0,Texas,New Mexico,2017,1,non-Powerhouse,outofstate,0
UT,Semis,63,3,LosAla BN,Los Alamos,female,86.4,0,Texas,New Mexico,2018,0,non-Powerhouse,outofstate,0
UT,Semis,95,3,LosAla DM,Los Alamos,male,83.2,0,Texas,New Mexico,2017,1,non-Powerhouse,outofstate,0
UT,Semis,131,2,LosAla KD,Los Alamos,female,84.6,0,Texas,New Mexico,2017,0,non-Powerhouse,outofstate,0
UT,Semis,112,2,LosAla KW,Los Alamos,female,86,0,Texas,New Mexico,2016,0,non-Powerhouse,outofstate,0
UT,Semis,157,2,LosAla RC,Los Alamos,male,82.5,0,Texas,New Mexico,2016,1,non-Powerhouse,outofstate,0
UT,Semis,145,2,MacArt BG,MacArthur,male,83.7,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,130,2,MayCre CR,Mayde Creek,female,84.6,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,143,2,MayCre SH,Mayde Creek,female,83.8,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,138,2,Midway KB,Midway,female,84.12,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,166,2,Midway MF,Midway,female,81.2,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,201,0,Midway SL,Midway,female,81.5,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,42,4,Montgo ES,Montgomery,female,84.9,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,73,3,Montgo MB,Montgomery,male,86,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,12,4,Montgo RM,Montgomery,female,89.5,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,46,3,Montgo WP,Montgomery,male,88.8,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,18,4,PlaEas AK,Plano East Senior,male,88.2,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,44,4,Prospe EH,Prosper,female,83.8,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,141,2,Prospe LK,Prosper,female,83.8,0,Texas,Texas,2019,0,non-Powerhouse,instate,1
UT,Semis,113,2,Prospe MK,Prosper,female,86,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,94,3,Prospe ZE,Prosper,male,83.85,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,91,3,Reagan DM,Reagan,female,84.3,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,40,4,Reagan FK,Reagan,male,85.1,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,27,4,Reagan NP,Reagan,male,86.8,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,189,1,RobVel CG,Robert Vela,male,82.2,0,Texas,NA,NA,1,non-Powerhouse,NA,NA
UT,Semis,135,2,RoyCit JR,Royse City,male,84.3,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,175,1,RoyCit VM,Royse City,female,86.4,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,156,2,SanMar DO,San Marcos,female,82.5,0,Texas,Texas,2019,0,non-Powerhouse,instate,1
UT,Semis,179,1,SanMar MM,San Marcos,male,84.8,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,199,0,SanMar MR,San Marcos,female,84,0,Texas,Texas,2019,0,non-Powerhouse,instate,1
UT,Semis,20,4,SevLak JS,Seven Lakes,male,87.9,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,48,3,SevLak KZ,Seven Lakes,female,87.7,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,111,2,SevLak PS,Seven Lakes,male,86.1,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,123,2,Sharyl EM,Sharyland,female,85,0,Texas,Texas,NA,0,non-Powerhouse,instate,1
UT,Semis,204,0,Sharyl GC,Sharyland,male,80.4,0,Texas,Texas,NA,1,non-Powerhouse,instate,1
UT,Semis,186,1,Sharyl TG,Sharyland,male,82.7,0,Texas,Texas,NA,1,non-Powerhouse,instate,1
UT,Semis,80,3,SmiVal MA,Smithson Valley,female,85.3,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,194,1,Spring HH,Spring,male,79,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,196,1,Spring RH,Spring,male,77.12,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,108,2,StoPoi DF,Stony Point,male,86.5,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,97,3,StoPoi KA,Stony Point,female,82.2,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,89,3,StoPoi RJ,Stony Point,female,84.5,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,116,2,StrJes AN,Strake Jesuit CP,male,85.7,1,Texas,Texas,2018,1,Powerhouse,instate,1
UT,Semis,148,2,StrJes AS,Strake Jesuit CP,male,83.5,1,Texas,Texas,2017,1,Powerhouse,instate,1
UT,Semis,68,3,StrJes GN,Strake Jesuit CP,male,86.2,1,Texas,Texas,2017,1,Powerhouse,instate,1
UT,Semis,74,3,StrJes JH,Strake Jesuit CP,male,85.8,1,Texas,Texas,2019,1,Powerhouse,instate,1
UT,Semis,165,2,StrJes JM,Strake Jesuit CP,male,81.5,1,Texas,Texas,2019,1,Powerhouse,instate,1
UT,Semis,21,4,StrJes KF,Strake Jesuit CP,male,87.8,1,Texas,Texas,2016,1,Powerhouse,instate,1
UT,Semis,79,3,StrJes MC,Strake Jesuit CP,male,85.3,1,Texas,Texas,2018,1,Powerhouse,instate,1
UT,Semis,85,3,StrJes MM,Strake Jesuit CP,male,84.9,1,Texas,Texas,2017,1,Powerhouse,instate,1
UT,Semis,124,2,StrJes MQ,Strake Jesuit CP,male,85,1,Texas,Texas,2017,1,Powerhouse,instate,1
UT,Semis,150,2,StrJes NT,Strake Jesuit CP,male,83.4,1,Texas,Texas,2018,1,Powerhouse,instate,1
UT,Semis,37,4,StrJes RB,Strake Jesuit CP,male,85.3,1,Texas,Texas,2016,1,Powerhouse,instate,1
UT,Semis,7,5,StrJes RC,Strake Jesuit CP,male,86.9,1,Texas,Texas,2017,1,Powerhouse,instate,1
UT,Semis,1,5,StrJes SM,Strake Jesuit CP,male,90,1,Texas,Texas,2016,1,Powerhouse,instate,1
UT,Semis,198,1,StrJes TD,Strake Jesuit CP,male,57.8,1,Texas,Texas,2017,1,Powerhouse,instate,1
UT,Semis,167,2,StrJes WD,Strake Jesuit CP,male,80.7,1,Texas,Texas,2017,1,Powerhouse,instate,1
UT,Semis,26,4,Tompki AG,Tompkins,male,86.8,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,92,3,Tompki NP,Tompkins,male,84,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,15,4,Trinit AHa,Trinity,male,88.38,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,192,1,Trinit EMe,Trinity,male,80.2,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,32,4,Trinit FMo,Trinity,male,86.3,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,177,1,Trinit SWe,Trinity,female,85.5,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,170,1,Vandeg AD,Vandegrift,male,108.24,0,Texas,Texas,NA,1,non-Powerhouse,instate,1
UT,Semis,197,1,Vandeg AK,Vandegrift,male,72.62,0,Texas,Texas,NA,1,non-Powerhouse,instate,1
UT,Semis,207,0,Vandeg AU,Vandegrift,female,74,0,Texas,Texas,NA,0,non-Powerhouse,instate,1
UT,Semis,206,0,Vandeg CR,Vandegrift,female,77,0,Texas,Texas,NA,0,non-Powerhouse,instate,1
UT,Semis,181,1,Vandeg MS,Vandegrift,female,83.5,0,Texas,Texas,NA,0,non-Powerhouse,instate,1
UT,Semis,164,2,Vandeg RA,Vandegrift,male,81.72,0,Texas,Texas,NA,1,non-Powerhouse,instate,1
UT,Semis,202,0,Westfi KD,Westfield,female,81,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,154,2,Westla AC,Westlake,female,82.7,1,Texas,Texas,2019,0,Powerhouse,instate,1
UT,Semis,163,2,Westla AD,Westlake,male,81.97,1,Texas,Texas,2017,1,Powerhouse,instate,1
UT,Semis,9,5,Westla DB,Westlake,male,86,1,Texas,Texas,2016,1,Powerhouse,instate,1
UT,Semis,183,1,Westla NB,Westlake,male,83.1,1,Texas,Texas,2019,1,Powerhouse,instate,1
UT,Semis,77,3,Westla VM,Westlake,male,85.4,1,Texas,Texas,2016,1,Powerhouse,instate,1
UT,Semis,98,3,Westla VR,Westlake,male,81.8,1,Texas,Texas,2016,1,Powerhouse,instate,1
UT,Semis,104,2,Westwo AG,Westwood,female,87,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,78,3,Westwo DM,Westwood,female,85.3,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,114,2,Westwo GP,Westwood,female,86,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,66,3,Westwo JA,Westwood,male,86.2,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,49,3,Westwo JAm,Westwood,male,87.6,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,58,3,Westwo NR,Westwood,female,86.6,0,Texas,Texas,2017,0,non-Powerhouse,instate,1
UT,Semis,83,3,Westwo NS,Westwood,female,85.2,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,52,3,Westwo RM,Westwood,male,87.5,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,70,3,Westwo RS,Westwood,male,86.1,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,144,2,Westwo SA,Westwood,female,83.7,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,38,4,Westwo SD,Westwood,male,85.2,0,Texas,Texas,2016,1,non-Powerhouse,instate,1
UT,Semis,3,5,Westwo SN,Westwood,male,88.2,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,161,2,WinChu BR,Winston Churchill,female,82,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,195,1,WinChu CI,Winston Churchill,male,79,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,125,2,WinChu JL,Winston Churchill,male,84.8,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,88,3,WinChu KH,Winston Churchill,female,84.7,0,Texas,Texas,2016,0,non-Powerhouse,instate,1
UT,Semis,39,4,WinChu WC,Winston Churchill,male,85.2,0,Texas,Texas,2018,1,non-Powerhouse,instate,1
UT,Semis,28,4,Woodla DY,Woodlands,male,86.6,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
UT,Semis,174,1,Woodla GM,Woodlands,female,87,0,Texas,Texas,2018,0,non-Powerhouse,instate,1
UT,Semis,127,2,Woodla MH,Woodlands,male,84.7,0,Texas,Texas,2017,1,non-Powerhouse,instate,1
Valley,Octas,60,3,American Heritage Boca Delray AD,American Heritage Boca Delray,male,113.4,0,Iowa,Florida,2018,1,non-Powerhouse,outofstate,0
Valley,Octas,26,4,American Heritage Plantation DM,American Heritage Plantation,male,115.7,0,Iowa,Florida,2018,1,non-Powerhouse,outofstate,0
Valley,Octas,50,3,Apple Valley CH,Apple Valley,female,114.8,0,Iowa,Minnesota,2016,0,non-Powerhouse,outofstate,0
Valley,Octas,92,2,Apple Valley CR,Apple Valley,male,112.7,0,Iowa,Minnesota,2018,1,non-Powerhouse,outofstate,0
Valley,Octas,47,4,Apple Valley HD,Apple Valley,male,113.5,0,Iowa,Minnesota,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,39,4,Apple Valley JB,Apple Valley,male,114.4,0,Iowa,Minnesota,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,75,3,Apple Valley KA,Apple Valley,male,112.5,0,Iowa,Minnesota,2018,1,non-Powerhouse,outofstate,0
Valley,Octas,24,4,Apple Valley PH,Apple Valley,male,115.8,0,Iowa,Minnesota,2016,1,non-Powerhouse,outofstate,0
Valley,Octas,58,3,Apple Valley SO,Apple Valley,female,113.5,0,Iowa,Minnesota,2016,0,non-Powerhouse,outofstate,0
Valley,Octas,110,2,Apple Valley TE,Apple Valley,female,110.4,0,Iowa,Minnesota,2018,0,non-Powerhouse,outofstate,0
Valley,Octas,127,1,Apple Valley YS,Apple Valley,male,107.3,0,Iowa,Minnesota,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,105,2,Barrington ER,Barrington,male,110.84,0,Iowa,Illinois,2016,1,non-Powerhouse,outofstate,0
Valley,Octas,73,3,Barrington HS,Barrington,male,112.6,0,Iowa,Illinois,2016,1,non-Powerhouse,outofstate,0
Valley,Octas,69,3,Barrington JH,Barrington,male,112.8,0,Iowa,Illinois,2016,1,non-Powerhouse,outofstate,0
Valley,Octas,41,4,Barrington SN,Barrington,female,114.3,0,Iowa,Illinois,2016,0,non-Powerhouse,outofstate,0
Valley,Octas,98,2,Barrington TC,Barrington,female,111.48,0,Iowa,Illinois,2017,0,non-Powerhouse,outofstate,0
Valley,Octas,17,5,Barrington VA,Barrington,male,114.5,0,Iowa,Illinois,2016,1,non-Powerhouse,outofstate,0
Valley,Octas,131,0,Bettendorf AW,Bettendorf,male,108.1,0,Iowa,Iowa,2018,1,non-Powerhouse,instate,1
Valley,Octas,116,1,Bettendorf RN,Bettendorf,male,111.3,0,Iowa,Iowa,2017,1,non-Powerhouse,instate,1
Valley,Octas,93,2,Bronx HS of Science AM,Bronx Science,male,112.5,0,Iowa,New York,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,64,3,Bronx HS of Science GM,Bronx Science,male,113.2,0,Iowa,New York,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,25,4,Bronx HS of Science OK,Bronx Science,male,115.8,0,Iowa,New York,2016,1,non-Powerhouse,outofstate,0
Valley,Octas,48,4,Bronx HS of Science RR,Bronx Science,female,113.5,0,Iowa,New York,2017,0,non-Powerhouse,outofstate,0
Valley,Octas,13,5,Cambridge Rindge and Latin OS,Cambridge Rindge and Latin,male,115.8,0,Iowa,Massachusetts,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,34,4,Cambridge Rindge and Latin PO,Cambridge Rindge and Latin,female,114.8,0,Iowa,Massachusetts,2016,0,non-Powerhouse,outofstate,0
Valley,Octas,68,3,Cambridge Rindge and Latin SS,Cambridge Rindge and Latin,male,112.88,0,Iowa,Massachusetts,2018,1,non-Powerhouse,outofstate,0
Valley,Octas,100,2,Clovis North RG,Clovis North,male,111.4,0,Iowa,California,2018,1,non-Powerhouse,outofstate,0
Valley,Octas,45,4,Collegiate DM,Collegiate,male,113.6,0,Iowa,New York,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,42,4,Collegiate EW,Collegiate,male,114.24,0,Iowa,New York,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,2,6,Crossroads NS,Crossroads,male,117.8,0,Iowa,California,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,91,2,Del Mar AS,Del Mar,male,113.2,0,Iowa,California,2016,1,non-Powerhouse,outofstate,0
Valley,Octas,97,2,Del Mar KC,Del Mar,female,111.5,0,Iowa,California,2017,0,non-Powerhouse,outofstate,0
Valley,Octas,71,3,Del Mar NK,Del Mar,female,112.7,0,Iowa,California,2016,0,non-Powerhouse,outofstate,0
Valley,Octas,65,3,Del Mar SH,Del Mar,female,113.1,0,Iowa,California,NA,0,non-Powerhouse,outofstate,0
Valley,Octas,111,2,Dowling Catholic DK,Dowling Catholic,male,110.4,0,Iowa,Iowa,2016,1,non-Powerhouse,instate,1
Valley,Octas,57,3,Dowling Catholic JO,Dowling Catholic,female,113.6,0,Iowa,Iowa,2017,0,non-Powerhouse,instate,1
Valley,Octas,123,1,Dowling Catholic SE,Dowling Catholic,female,109,0,Iowa,Iowa,2018,0,non-Powerhouse,instate,1
Valley,Octas,21,4,duPont Manual XH,duPont Manual,male,116.4,0,Iowa,Kentucky,2016,1,non-Powerhouse,outofstate,0
Valley,Octas,78,3,Episcopal AB,Episcopal,male,111.9,0,Iowa,Texas,2016,1,non-Powerhouse,outofstate,0
Valley,Octas,76,3,Evanston GH,Evanston,male,112.4,0,Iowa,Illinois,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,72,3,Evanston HS,Evanston,male,112.6,0,Iowa,Illinois,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,83,3,Fenwick IC,Fenwick,male,111.4,0,Iowa,Illinois,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,128,1,Fenwick PV,Fenwick,male,106,0,Iowa,Illinois,NA,1,non-Powerhouse,outofstate,0
Valley,Octas,31,4,Fenwick TS,Fenwick,male,115.1,0,Iowa,Illinois,2016,1,non-Powerhouse,outofstate,0
Valley,Octas,14,5,Harrison KK,Harrison,female,115.8,0,Iowa,New York,2016,0,non-Powerhouse,outofstate,0
Valley,Octas,67,3,Harrison LC,Harrison,female,113.08,0,Iowa,New York,2018,0,non-Powerhouse,outofstate,0
Valley,Octas,43,4,Harrison RP,Harrison,male,114.1,0,Iowa,New York,2017,1,non-Powerhouse,outofstate,0
Valley,Octas,40,4,Houston Memorial PK,Houston Memorial,male,114.3,0,Iowa,Texas,2016,1,non-Powerhouse,outofstate,0
Valley,Octas,22,4,Hunter College AK,Hunter College,female,116.1,0,Iowa,New York,2017,0,non-Powerhouse,outofstate,0
Valley,Octas,5,5,Hunter College NP,Hunter College,female,117.2,0,Iowa,New York,2017,0,non-Powerhouse,outofstate,0
Valley,Octas,29,4,Immaculate Heart DD,Immaculate Heart,female,115.6,0,Iowa,California,2018,0,non-Powerhouse,outofstate,0
Valley,Octas,7,5,Immaculate Heart LM,Immaculate Heart,female,116.8,0,Iowa,California,2016,0,non-Powerhouse,outofstate,0
Valley,Octas,27,4,Interlake AL,Interlake,female,115.7,0,Iowa,Washington,2016,0,non-Powerhouse,outofstate,0
Valley,Octas,94,2,Katy Taylor MX,Katy Taylor,female,112.5,0,Iowa,Texas,2018,0,non-Powerhouse,outofstate,0
Valley,Octas,52,3,Lake Highland Prep AA,Lake Highland Prep,male,114.5,1,Iowa,Florida,2018,1,Powerhouse,outofstate,0
Valley,Octas,35,4,Lake Highland Prep KP,Lake Highland Prep,female,114.7,1,Iowa,Florida,2017,0,Powerhouse,outofstate,0
Valley,Octas,30,4,Lake Highland Prep MC,Lake Highland Prep,male,115.4,1,Iowa,Florida,2016,1,Powerhouse,outofstate,0
Valley,Octas,19,4,Lake Highland Prep MK,Lake Highland Prep,male,116.8,1,Iowa,Florida,2019,1,Powerhouse,outofstate,0
Valley,Octas,1,6,Lake Highland Prep NK,Lake Highland Prep,male,118.6,1,Iowa,Florida,2016,1,Powerhouse,outofstate,0
Valley,Octas,74,3,Lake Highland Prep OT,Lake Highland Prep,female,112.6,1,Iowa,Florida,2016,0,Powerhouse,outofstate,0
Valley,Octas,53,3,Lake Highland Prep RS,Lake Highland Prep,male,114.4,1,Iowa,Florida,2018,1,Powerhouse,outofstate,0
Valley,Octas,82,3,Lake Highland Prep SG,Lake Highland Prep,male,111.5,1,Iowa,Florida,2018,1,Powerhouse,outofstate,0
Valley,Octas,9,5,Lake Highland Prep SP,Lake Highland Prep,female,116.5,1,Iowa,Florida,2016,0,Powerhouse,outofstate,0
