code,tournament,bid,seed,rWon,school,gender,speaks,phouse,location,state,grad,numGender,facPhouse,facInstate,numInstate,trips,doubs,octas,quarters,semis,finals,elimsw,gotBid,facGotBid
WinChu BR,UT,Semis,161,2,Winston Churchill,female,82,0,Texas,Texas,2018,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
WinChu CI,UT,Semis,195,1,Winston Churchill,male,79,0,Texas,Texas,2018,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
WinChu WC,UT,Semis,39,4,Winston Churchill,male,85.2,0,Texas,Texas,2018,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Woodla GM,UT,Semis,174,1,Woodlands,female,87,0,Texas,Texas,2018,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Anders IS,UT,Semis,11,5,Anderson,male,85,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
Anders JT,UT,Semis,64,3,Anderson,male,86.3,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
AnnRic AM,UT,Semis,25,4,Ann Richards,female,87,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
CedPar MG,UT,Semis,31,4,Cedar Park,female,86.4,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,1,1,1,1,0,-1,3,1,Bid
CedPar MT,UT,Semis,24,4,Cedar Park,female,87.22,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
CleBro KR,UT,Semis,35,4,Clear Brook,male,85.6,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
CypBay SD,UT,Semis,10,5,Cypress Bay,male,85.5,0,Texas,Florida,2017,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
CypFal SR,UT,Semis,69,3,Cypress Falls,female,86.1,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
CypWoo LC,UT,Semis,51,3,Cypress Woods,male,87.5,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
DucAca DP,UT,Semis,34,4,Duchesne Academy of the Sacred Heart,female,85.9,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
EdmNor AP,UT,Semis,62,3,Edmond North,male,86.4,0,Texas,Oklahoma,2017,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
EdmNor DA,UT,Semis,117,2,Edmond North,male,85.7,0,Texas,Oklahoma,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
EdmNor PL,UT,Semis,121,2,Edmond North,female,85.1,0,Texas,Oklahoma,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
EdmNor PY,UT,Semis,43,4,Edmond North,female,84.4,0,Texas,Oklahoma,2017,0,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
GeoRan ASh,UT,Semis,103,2,George Ranch,female,87.1,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Guyer RS,UT,Semis,33,4,Guyer,male,86.2,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
Hallsv KS,UT,Semis,142,2,Hallsville,male,83.8,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Hockad SM,UT,Semis,65,3,Hockaday,female,86.3,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Kempne FH,UT,Semis,67,3,Kempner,male,86.2,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Kempne KT,UT,Semis,59,3,Kempner,male,86.6,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Kempne TL,UT,Semis,53,3,Kempner,male,87.47,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Kinkai JY,UT,Semis,16,4,Kinkaid,male,88.3,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,1,1,0,-1,-1,-1,-1,0,NoBid
Klein CW,UT,Semis,182,1,Klein,male,83.3,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LakTra FM,UT,Semis,118,2,Lake Travis,male,85.4,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LakTra KE,UT,Semis,57,3,Lake Travis,female,86.8,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
LawMag AD,UT,Semis,137,2,Law Magnet,female,84.2,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LawMag BC,UT,Semis,129,2,Law Magnet,male,84.6,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LosAla AS,UT,Semis,153,2,Los Alamos,male,82.7,0,Texas,New Mexico,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LosAla DM,UT,Semis,95,3,Los Alamos,male,83.2,0,Texas,New Mexico,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LosAla KD,UT,Semis,131,2,Los Alamos,female,84.6,0,Texas,New Mexico,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
MayCre CR,UT,Semis,130,2,Mayde Creek,female,84.6,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Midway KB,UT,Semis,138,2,Midway,female,84.12,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Midway SL,UT,Semis,201,0,Midway,female,81.5,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Montgo RM,UT,Semis,12,4,Montgomery,female,89.5,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,1,1,1,0,-1,-1,1,0,NoBid
Montgo WP,UT,Semis,46,3,Montgomery,male,88.8,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Prospe MK,UT,Semis,113,2,Prosper,female,86,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Prospe ZE,UT,Semis,94,3,Prosper,male,83.85,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
RoyCit JR,UT,Semis,135,2,Royse City,male,84.3,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
SevLak KZ,UT,Semis,48,3,Seven Lakes,female,87.7,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
SmiVal MA,UT,Semis,80,3,Smithson Valley,female,85.3,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
StoPoi KA,UT,Semis,97,3,Stony Point,female,82.2,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
StrJes AS,UT,Semis,148,2,Strake Jesuit CP,male,83.5,1,Texas,Texas,2017,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
StrJes GN,UT,Semis,68,3,Strake Jesuit CP,male,86.2,1,Texas,Texas,2017,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
StrJes MM,UT,Semis,85,3,Strake Jesuit CP,male,84.9,1,Texas,Texas,2017,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
StrJes MQ,UT,Semis,124,2,Strake Jesuit CP,male,85,1,Texas,Texas,2017,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
StrJes RC,UT,Semis,7,5,Strake Jesuit CP,male,86.9,1,Texas,Texas,2017,1,Powerhouse,instate,1,1,1,0,-1,-1,-1,-1,0,NoBid
StrJes TD,UT,Semis,198,1,Strake Jesuit CP,male,57.8,1,Texas,Texas,2017,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
StrJes WD,UT,Semis,167,2,Strake Jesuit CP,male,80.7,1,Texas,Texas,2017,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Tompki AG,UT,Semis,26,4,Tompkins,male,86.8,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
Tompki NP,UT,Semis,92,3,Tompkins,male,84,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Trinit SWe,UT,Semis,177,1,Trinity,female,85.5,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Westfi KD,UT,Semis,202,0,Westfield,female,81,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Westla AD,UT,Semis,163,2,Westlake,male,81.97,1,Texas,Texas,2017,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Westwo GP,UT,Semis,114,2,Westwood,female,86,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Westwo JA,UT,Semis,66,3,Westwood,male,86.2,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Westwo NR,UT,Semis,58,3,Westwood,female,86.6,0,Texas,Texas,2017,0,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Westwo SN,UT,Semis,3,5,Westwood,male,88.2,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,1,1,0,-1,-1,-1,-1,0,NoBid
WinChu JL,UT,Semis,125,2,Winston Churchill,male,84.8,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Woodla DY,UT,Semis,28,4,Woodlands,male,86.6,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Woodla MH,UT,Semis,127,2,Woodlands,male,84.7,0,Texas,Texas,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
AnnRic CT,UT,Semis,152,2,Ann Richards,female,82.9,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
BarHil AH,UT,Semis,86,3,Barbers Hill,female,84.8,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
CleBro SS,UT,Semis,30,4,Clear Brook,male,86.4,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
ConLut MK,UT,Semis,76,3,Concordia Lutheran,male,85.5,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Cy-Fai CM,UT,Semis,2,5,Cy-Fair,female,88.8,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
CypBay PP,UT,Semis,47,3,Cypress Bay,female,88.3,0,Texas,Florida,2016,0,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
CypFal KS,UT,Semis,4,5,Cypress Falls,male,88,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,1,1,0,-1,-1,-1,-1,0,NoBid
CypWoo AD,UT,Semis,82,3,Cypress Woods,male,85.2,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
CypWoo JD,UT,Semis,72,3,Cypress Woods,male,86,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Desert BB,UT,Semis,172,1,Desert,male,87.5,0,Texas,New Mexico,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
DriSpr SS,UT,Semis,61,3,Dripping Springs,male,86.4,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Dulles KL,UT,Semis,106,2,Dulles,female,86.9,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Dulles KS,UT,Semis,55,3,Dulles,male,87.1,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,1,1,1,0,-1,-1,1,0,NoBid
Dulles NB,UT,Semis,14,4,Dulles,male,89,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,1,1,1,1,1,0,5,1,Bid
EdmNor AL,UT,Semis,93,3,Edmond North,male,84,0,Texas,Oklahoma,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
EdmNor LE,UT,Semis,140,2,Edmond North,male,83.9,0,Texas,Oklahoma,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
EdmNor NC,UT,Semis,134,2,Edmond North,female,84.5,0,Texas,Oklahoma,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
EdmSan IM,UT,Semis,22,4,Edmond Santa Fe,male,87.7,0,Texas,Oklahoma,2016,1,non-Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,0,NoBid
Episco AB,UT,Semis,19,4,Episcopal,male,88.1,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
GeoRan AS,UT,Semis,109,2,George Ranch,female,86.3,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Hebron AN,UT,Semis,50,3,Hebron,male,87.6,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
Hebron SM,UT,Semis,120,2,Hebron,female,85.22,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
HouMem MA,UT,Semis,119,2,Houston Memorial,male,85.3,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
HouMem PK,UT,Semis,6,5,Houston Memorial,male,87.3,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,1,1,1,0,-1,-1,1,0,NoBid
JamBow WG,UT,Semis,29,4,James Bowie,male,86.5,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
Kingwo KP,UT,Semis,8,5,Kingwood,female,86.1,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Kingwo RG,UT,Semis,102,2,Kingwood,male,87.1,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LawMag,UT,Semis,96,3,Law Magnet,female,82.6,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LawMag CL,UT,Semis,105,2,Law Magnet,female,86.9,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LawMag DD,UT,Semis,13,4,Law Magnet,male,89.1,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,1,1,1,1,0,-1,3,1,Bid
LawMag DR,UT,Semis,45,4,Law Magnet,male,82.5,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
LawMag ES,UT,Semis,185,1,Law Magnet,female,82.75,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LawMag JM,UT,Semis,60,3,Law Magnet,male,86.5,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
LawMag KJ,UT,Semis,126,2,Law Magnet,female,84.8,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LibChr BS,UT,Semis,115,2,Liberty Christian,female,85.7,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LosAla KW,UT,Semis,112,2,Los Alamos,female,86,0,Texas,New Mexico,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
LosAla RC,UT,Semis,157,2,Los Alamos,male,82.5,0,Texas,New Mexico,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
MayCre SH,UT,Semis,143,2,Mayde Creek,female,83.8,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Midway MF,UT,Semis,166,2,Midway,female,81.2,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Montgo ES,UT,Semis,42,4,Montgomery,female,84.9,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
Montgo MB,UT,Semis,73,3,Montgomery,male,86,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
PlaEas AK,UT,Semis,18,4,Plano East Senior,male,88.2,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,1,1,0,-1,-1,-1,-1,0,NoBid
Reagan NP,UT,Semis,27,4,Reagan,male,86.8,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
RoyCit VM,UT,Semis,175,1,Royse City,female,86.4,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
SanMar MM,UT,Semis,179,1,San Marcos,male,84.8,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
SevLak PS,UT,Semis,111,2,Seven Lakes,male,86.1,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Spring RH,UT,Semis,196,1,Spring,male,77.12,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
StoPoi DF,UT,Semis,108,2,Stony Point,male,86.5,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
StrJes KF,UT,Semis,21,4,Strake Jesuit CP,male,87.8,1,Texas,Texas,2016,1,Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
StrJes RB,UT,Semis,37,4,Strake Jesuit CP,male,85.3,1,Texas,Texas,2016,1,Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
StrJes SM,UT,Semis,1,5,Strake Jesuit CP,male,90,1,Texas,Texas,2016,1,Powerhouse,instate,1,1,1,1,1,1,1,6,1,Bid
Trinit AHa,UT,Semis,15,4,Trinity,male,88.38,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Trinit FMo,UT,Semis,32,4,Trinity,male,86.3,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Westla DB,UT,Semis,9,5,Westlake,male,86,1,Texas,Texas,2016,1,Powerhouse,instate,1,1,1,1,0,-1,-1,1,0,NoBid
Westla VM,UT,Semis,77,3,Westlake,male,85.4,1,Texas,Texas,2016,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Westla VR,UT,Semis,98,3,Westlake,male,81.8,1,Texas,Texas,2016,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Westwo NS,UT,Semis,83,3,Westwood,female,85.2,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Westwo SD,UT,Semis,38,4,Westwood,male,85.2,0,Texas,Texas,2016,1,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
WinChu KH,UT,Semis,88,3,Winston Churchill,female,84.7,0,Texas,Texas,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Del Mar SH,Valley,Octas,65,3,Del Mar,female,113.1,0,Iowa,California,NA,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Fenwick PV,Valley,Octas,128,1,Fenwick,male,106,0,Iowa,Illinois,NA,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Marquette University HL,Valley,Octas,79,3,Marquette University,male,111.9,0,Iowa,Wisconsin,NA,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ventura CW,Valley,Octas,63,3,Ventura,male,113.3,0,Iowa,California,NA,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ventura NA,Valley,Octas,51,3,Ventura,male,114.6,0,Iowa,California,NA,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ventura RM,Valley,Octas,99,2,Ventura,female,111.4,0,Iowa,California,NA,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ventura SS,Valley,Octas,85,3,Ventura,female,110.9,0,Iowa,California,NA,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ventura SZ,Valley,Octas,120,1,Ventura,female,109.5,0,Iowa,California,NA,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ventura VV,Valley,Octas,54,3,Ventura,male,114.2,0,Iowa,California,NA,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
West Des Moines Valley AJ,Valley,Octas,66,3,West Des Moines Valley,male,113.1,1,Iowa,Iowa,NA,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lake Highland Prep MK,Valley,Octas,19,4,Lake Highland Prep,male,116.8,1,Iowa,Florida,2019,1,Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
West Des Moines Valley JM,Valley,Octas,122,1,West Des Moines Valley,male,109.3,1,Iowa,Iowa,2019,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
West Des Moines Valley WG,Valley,Octas,102,2,West Des Moines Valley,male,111,1,Iowa,Iowa,2019,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
American Heritage Boca Delray AD,Valley,Octas,60,3,American Heritage Boca Delray,male,113.4,0,Iowa,Florida,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
American Heritage Plantation DM,Valley,Octas,26,4,American Heritage Plantation,male,115.7,0,Iowa,Florida,2018,1,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Apple Valley CR,Valley,Octas,92,2,Apple Valley,male,112.7,0,Iowa,Minnesota,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Apple Valley KA,Valley,Octas,75,3,Apple Valley,male,112.5,0,Iowa,Minnesota,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Apple Valley TE,Valley,Octas,110,2,Apple Valley,female,110.4,0,Iowa,Minnesota,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Bettendorf AW,Valley,Octas,131,0,Bettendorf,male,108.1,0,Iowa,Iowa,2018,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Cambridge Rindge and Latin SS,Valley,Octas,68,3,Cambridge Rindge and Latin,male,112.88,0,Iowa,Massachusetts,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Clovis North RG,Valley,Octas,100,2,Clovis North,male,111.4,0,Iowa,California,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Dowling Catholic SE,Valley,Octas,123,1,Dowling Catholic,female,109,0,Iowa,Iowa,2018,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Harrison LC,Valley,Octas,67,3,Harrison,female,113.08,0,Iowa,New York,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Immaculate Heart DD,Valley,Octas,29,4,Immaculate Heart,female,115.6,0,Iowa,California,2018,0,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Katy Taylor MX,Valley,Octas,94,2,Katy Taylor,female,112.5,0,Iowa,Texas,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lake Highland Prep AA,Valley,Octas,52,3,Lake Highland Prep,male,114.5,1,Iowa,Florida,2018,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lake Highland Prep RS,Valley,Octas,53,3,Lake Highland Prep,male,114.4,1,Iowa,Florida,2018,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lake Highland Prep SG,Valley,Octas,82,3,Lake Highland Prep,male,111.5,1,Iowa,Florida,2018,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lexington CC,Valley,Octas,107,2,Lexington,female,110.8,0,Iowa,Massachusetts,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lincoln East JL,Valley,Octas,112,2,Lincoln East,female,110,0,Iowa,Nebraska,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Marquette University GP,Valley,Octas,88,2,Marquette University,male,113.5,0,Iowa,Wisconsin,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Millard North TQ,Valley,Octas,106,2,Millard North,female,110.8,0,Iowa,Nebraska,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Mission LS,Valley,Octas,20,4,Mission,female,116.5,0,Iowa,California,2018,0,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Mission RS,Valley,Octas,77,3,Mission,male,112.2,0,Iowa,California,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
