"","code","tournament","bid","seed","rWon","school","gender","speaks","phouse","location","state","grad","numGender","facPhouse","facInstate","numInstate","trips","doubs","octas","quarters","semis","finals","elimsw"
"1683","Peninsula JL","Meadows","Quarters",8,5,"Peninsula","male",118.87,1,"Nevada","California","2017",1,"Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"1684","Peninsula JL","St. Marks","Octas",7,5,"Peninsula","male",116.6,1,"Texas","California","2017",1,"Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1685","Peninsula JLe","Hollywood","Finals",31,3,"Peninsula","female",113.8,1,"California","California","2017",0,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1686","Peninsula JLe","Loyola","Semis",41,2,"Peninsula","female",113.2,1,"California","California","2017",0,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1687","Peninsula KK","Greenhill","Octas",44,3,"Peninsula","male",113.9,1,"Texas","California","2016",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1688","Peninsula KK","Hollywood","Finals",3,5,"Peninsula","male",117.4,1,"California","California","2016",1,"Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1689","Peninsula KK","Loyola","Semis",1,6,"Peninsula","male",116.2,1,"California","California","2016",1,"Powerhouse","instate",1,NA,1,1,0,-1,-1,0
"1690","Peninsula KK","St. Marks","Octas",36,3,"Peninsula","male",116.3,1,"Texas","California","2016",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1691","Peninsula SM","Hollywood","Finals",53,2,"Peninsula","male",110,1,"California","California","2019",1,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1692","Pflugerville AB","Strake Jesuit","Semis",48,2,"Pflugerville","female",111.7,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1693","Pflugerville DL","Strake Jesuit","Semis",46,2,"Pflugerville","female",112.96,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1694","Pflugerville HA","Strake Jesuit","Semis",45,2,"Pflugerville","male",113.3,0,"Texas","Texas","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1695","Pflugerville LW","Strake Jesuit","Semis",24,3,"Pflugerville","female",134.33,0,"Texas","Texas","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1696","Phoenix Country Day PW","Glenbrooks","Octas",94,3,"Phoenix Country Day","male",143.5,0,"Illinois","Arizona","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1697","Phoenix Country Day PW","Greenhill","Octas",32,3,"Phoenix Country Day","male",115.1,0,"Texas","Arizona","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1698","Phoenix Country Day PW","St. Marks","Octas",20,4,"Phoenix Country Day","male",115.4,0,"Texas","Arizona","2017",1,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1699","Pine View MM","Yale","Quarters",120,2,"Pine View","male",110.5,0,"Connecticut","Florida","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1700","Pine View TA","Yale","Quarters",142,1,"Pine View","male",108.5,0,"Connecticut","Florida","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1701","Pinecrest CO","Wake Forest","Finals",15,4,"Pinecrest","female",113.7,0,"North Carolina","North Carolina","2017",0,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1702","Pinecrest LW","Wake Forest","Finals",57,0,"Pinecrest","male",107,0,"North Carolina","North Carolina","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1703","Pinecrest MS","Wake Forest","Finals",7,5,"Pinecrest","male",112.4,0,"North Carolina","North Carolina","2016",1,"non-Powerhouse","instate",1,NA,1,1,0,-1,-1,0
"1704","Pinecrest MW","Wake Forest","Finals",38,3,"Pinecrest","male",106,0,"North Carolina","North Carolina","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1705","Pingry AG","Bronx","Octas",89,4,"Pingry","female",139.8,0,"New York","New Jersey","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1706","Pingry AG","Princeton","Semis",40,4,"Pingry","female",114.4,0,"New Jersey","New Jersey","2017",0,"non-Powerhouse","instate",1,0,-1,-1,-1,-1,-1,-5
"1707","Pingry AG","Ridge","Finals",23,3,"Pingry","female",85.1,0,"New Jersey","New Jersey","2017",0,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1708","Pittsburgh Central Catholic AK","Princeton","Semis",120,2,"Pittsburgh Central Catholic","male",110,0,"New Jersey","Pennsylvania","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1709","Pittsburgh Central Catholic JF","Princeton","Semis",99,2,"Pittsburgh Central Catholic","male",113.3,0,"New Jersey","Pennsylvania","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1710","Pittsburgh Central Catholic MB","Princeton","Semis",121,2,"Pittsburgh Central Catholic","male",109.8,0,"New Jersey","Pennsylvania","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1711","Pittsburgh Central Catholic WS","Princeton","Semis",134,1,"Pittsburgh Central Catholic","male",110.5,0,"New Jersey","Pennsylvania","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1712","PlaEas AK","UT","Semis",18,4,"Plano East Senior","male",88.2,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,1,1,0,-1,-1,-1,-1
"1713","Plano East AK","Holy Cross","Finals",7,5,"Plano East","male",171.4,0,"Louisianna","Texas","2016",1,"non-Powerhouse","outofstate",0,NA,NA,1,0,-1,-1,-1
"1714","Plano East AK","Strake Jesuit","Semis",7,5,"Plano East","male",116.1,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1715","Plano East Senior AB","Grapevine","Semis",36,3,"Plano East Senior","female",85.8,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1716","Plano East Senior AB","Greenhill","Octas",58,2,"Plano East Senior","female",113.9,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1717","Plano East Senior AK","Grapevine","Semis",17,4,"Plano East Senior","male",85.9,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1718","Plano East Senior AK","Greenhill","Octas",12,5,"Plano East Senior","male",114.8,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1719","Plano East Senior AK","St. Marks","Octas",22,4,"Plano East Senior","male",115.3,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1720","Plano East Senior DR","Grapevine","Semis",96,1,"Plano East Senior","male",82,0,"Texas","Texas","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1721","Plano Senior EJ","Grapevine","Semis",60,2,"Plano Senior","female",84.7,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1722","Plano Senior ES","Grapevine","Semis",37,3,"Plano Senior","male",85.8,0,"Texas","Texas","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1723","Poly Prep Country Day MD","Bronx","Octas",173,1,"Poly Prep Country Day","male",135,0,"New York","New York","2016",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1724","Polytechnic EM","Hollywood","Finals",58,1,"Polytechnic","male",110.4,0,"California","California","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1725","Presentation AA","Alta","Quarters",94,2,"Presentation","female",108,0,"Utah","California","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1726","Presentation AS","Alta","Quarters",56,3,"Presentation","female",112.7,0,"Utah","California","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1727","Presentation AS","Apple Valley","Octas",79,3,"Presentation","female",141.7,0,"Minnesota","California","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1728","Presentation AS","College Prep","Quarters",35,4,"Presentation","female",114.4,0,"California","California","2017",0,"non-Powerhouse","instate",1,0,-1,-1,-1,-1,-1,-5
"1729","Presentation JW","College Prep","Quarters",111,0,"Presentation","female",109.1,0,"California","California","2018",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1730","Presentation KS","Alta","Quarters",33,4,"Presentation","female",113.8,0,"Utah","California","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1731","Presentation KS","Apple Valley","Octas",86,3,"Presentation","female",141,0,"Minnesota","California","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1732","Presentation MS","Alta","Quarters",11,5,"Presentation","female",115.9,0,"Utah","California","2016",0,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1733","Presentation MS","Apple Valley","Octas",38,4,"Presentation","female",144.7,0,"Minnesota","California","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1734","Presentation MS","College Prep","Quarters",11,5,"Presentation","female",116.1,0,"California","California","2016",0,"non-Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"1735","Presentation RG","Alta","Quarters",22,4,"Presentation","female",115.2,0,"Utah","California","2016",0,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1736","Presentation RG","College Prep","Quarters",58,3,"Presentation","female",113.1,0,"California","California","2016",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1737","Princeton EO","Bronx","Octas",87,4,"Princeton","male",140,0,"New York","New Jersey","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1738","Princeton EO","Princeton","Semis",66,3,"Princeton","male",113.7,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1739","Princeton EO","Ridge","Finals",33,2,"Princeton","male",86.1,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1740","Princeton EO","Yale","Quarters",84,3,"Princeton","male",111.7,0,"Connecticut","New Jersey","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1741","Princeton JK","Bronx","Octas",103,3,"Princeton","male",141.1,0,"New York","New Jersey","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1742","Princeton JK","Princeton","Semis",31,4,"Princeton","male",115.3,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,0,-1,-1,-1,-1,-1,-5
"1743","Princeton JK","Ridge","Finals",19,3,"Princeton","male",85.7,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1744","Princeton JK","Yale","Quarters",91,3,"Princeton","male",110.5,0,"Connecticut","New Jersey","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1745","Princeton JV","Princeton","Semis",122,2,"Princeton","male",109.7,0,"New Jersey","New Jersey","2018",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1746","Princeton MM","Bronx","Octas",100,3,"Princeton","male",141.3,0,"New York","New Jersey","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1747","Princeton MMe","Ridge","Finals",40,2,"Princeton","female",85.6,0,"New Jersey","New Jersey","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1748","Princeton MN","Bronx","Octas",115,3,"Princeton","female",139.7,0,"New York","New Jersey","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1749","Princeton MN","Princeton","Semis",41,4,"Princeton","female",114.3,0,"New Jersey","New Jersey","2016",0,"non-Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"1750","Princeton MN","Ridge","Finals",30,2,"Princeton","female",86.8,0,"New Jersey","New Jersey","2016",0,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1751","Princeton MN","Yale","Quarters",35,4,"Princeton","female",115,0,"Connecticut","New Jersey","2016",0,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1752","Princeton NE","Bronx","Octas",118,3,"Princeton","male",139.4,0,"New York","New Jersey","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1753","Princeton NE","Princeton","Semis",60,3,"Princeton","male",114.3,0,"New Jersey","New Jersey","2017",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1754","Princeton NEi","Yale","Quarters",121,2,"Princeton","male",110.5,0,"Connecticut","New Jersey","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1755","Princeton TC","Princeton","Semis",127,2,"Princeton","male",108.5,0,"New Jersey","New Jersey","2018",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1756","Prospe EH","UT","Semis",44,4,"Prosper","female",83.8,0,"Texas","Texas","2018",0,"non-Powerhouse","instate",1,0,-1,-1,-1,-1,-1,-5
"1757","Prospe LK","UT","Semis",141,2,"Prosper","female",83.8,0,"Texas","Texas","2019",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1758","Prospe MK","UT","Semis",113,2,"Prosper","female",86,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1759","Prospe ZE","UT","Semis",94,3,"Prosper","male",83.85,0,"Texas","Texas","2017",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1760","Prosper ZE","Grapevine","Semis",82,2,"Prosper","male",82.2,0,"Texas","Texas","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1761","Providence SK","Wake Forest","Finals",33,3,"Providence","female",111,0,"North Carolina","North Carolina","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1762","Quarry Lane LL","College Prep","Quarters",107,1,"Quarry Lane","female",108.8,0,"California","California","2019",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1763","Randolph AH","Bronx","Octas",137,2,"Randolph","female",140.6,0,"New York","New Jersey","2018",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1764","Randolph AH","Princeton","Semis",132,1,"Randolph","female",111.7,0,"New Jersey","New Jersey","2018",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1765","Randolph AH","Ridge","Finals",74,0,"Randolph","female",82,0,"New Jersey","New Jersey","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1766","Randolph AP","Beltway","Semis",27,3,"Randolph","female",112.4,0,"Maryland","New Jersey","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1767","Randolph AP","Bronx","Octas",113,3,"Randolph","female",139.77,0,"New York","New Jersey","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1768","Randolph AP","Princeton","Semis",67,3,"Randolph","female",113.7,0,"New Jersey","New Jersey","2017",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1769","Randolph AP","Ridge","Finals",32,2,"Randolph","female",86.2,0,"New Jersey","New Jersey","2017",0,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1770","Randolph AP","Yale","Quarters",113,2,"Randolph","female",111.2,0,"Connecticut","New Jersey","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1771","Randolph DK","Princeton","Semis",140,1,"Randolph","male",109.2,0,"New Jersey","New Jersey","2018",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1772","Randolph EW","Beltway","Semis",24,3,"Randolph","female",114.4,0,"Maryland","New Jersey","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1773","Randolph EW","Bronx","Octas",126,3,"Randolph","female",138.5,0,"New York","New Jersey","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1774","Randolph EW","Princeton","Semis",56,3,"Randolph","female",114.6,0,"New Jersey","New Jersey","2016",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1775","Randolph EW","Ridge","Finals",21,3,"Randolph","female",85.6,0,"New Jersey","New Jersey","2016",0,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1776","Randolph EW","Scarsdale","Semis",51,2,"Randolph","female",112.5,0,"New York","New Jersey","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1777","Randolph EW","Yale","Quarters",71,3,"Randolph","female",113.2,0,"Connecticut","New Jersey","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1778","Randolph HK","Beltway","Semis",22,3,"Randolph","male",115.6,0,"Maryland","New Jersey","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1779","Randolph HK","Bronx","Octas",54,4,"Randolph","male",143.4,0,"New York","New Jersey","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1780","Randolph HK","Princeton","Semis",26,4,"Randolph","male",115.7,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"1781","Randolph HK","Ridge","Finals",7,3,"Randolph","male",87.7,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1782","Randolph HK","Scarsdale","Semis",7,5,"Randolph","male",115.4,0,"New York","New Jersey","2016",1,"non-Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"1783","Randolph HK","Yale","Quarters",45,4,"Randolph","male",113.6,0,"Connecticut","New Jersey","2016",1,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"1784","Reagan DM","UT","Semis",91,3,"Reagan","female",84.3,0,"Texas","Texas","2018",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1785","Reagan FK","Grapevine","Semis",74,2,"Reagan","male",83.6,0,"Texas","Texas","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1786","Reagan FK","Greenhill","Octas",73,2,"Reagan","male",111,0,"Texas","Texas","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1787","Reagan FK","St. Marks","Octas",70,2,"Reagan","male",113.6,0,"Texas","Texas","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1788","Reagan FK","UT","Semis",40,4,"Reagan","male",85.1,0,"Texas","Texas","2018",1,"non-Powerhouse","instate",1,1,1,0,-1,-1,-1,-1
"1789","Reagan NP","St. Marks","Octas",87,1,"Reagan","male",113.9,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1790","Reagan NP","UT","Semis",27,4,"Reagan","male",86.8,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,0,-1,-1,-1,-1,-1,-5
"1791","Reagan RV","Grapevine","Semis",101,0,"Reagan","female",82.7,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1792","Reagan RV","Greenhill","Octas",81,1,"Reagan","female",110.1,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1793","Reagan RV","St. Marks","Octas",77,2,"Reagan","female",112.2,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1794","Renaissance JM","Alta","Quarters",45,3,"Renaissance","male",116,0,"Utah","Idaho","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1795","Renaissance NS","Alta","Quarters",51,3,"Renaissance","female",113.7,0,"Utah","Idaho","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1796","Ridge AS","Princeton","Semis",46,4,"Ridge","male",113.9,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,1,1,0,-1,-1,-1,-1
"1797","Ridge AS","Yale","Quarters",92,3,"Ridge","female",110.5,0,"Connecticut","New Jersey","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1798","Ridge JH","Bronx","Octas",101,3,"Ridge","female",141.3,0,"New York","New Jersey","2018",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1799","Ridge JH","Princeton","Semis",55,3,"Ridge","female",115.1,0,"New Jersey","New Jersey","2018",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1800","Ridge NP","Bronx","Octas",33,5,"Ridge","female",144.5,0,"New York","New Jersey","2016",0,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1801","Ridge NP","Princeton","Semis",48,4,"Ridge","female",113.8,0,"New Jersey","New Jersey","2016",0,"non-Powerhouse","instate",1,0,-1,-1,-1,-1,-1,-5
"1802","Ridge NP","Scarsdale","Semis",19,4,"Ridge","female",114.5,0,"New York","New Jersey","2016",0,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1803","Ridge NP","Yale","Quarters",29,4,"Ridge","female",115.4,0,"Connecticut","New Jersey","2016",0,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"1804","Ridge SK","Bronx","Octas",8,6,"Ridge","male",146.7,0,"New York","New Jersey","2017",1,"non-Powerhouse","outofstate",0,1,1,1,0,-1,-1,1
"1805","Ridge SK","Princeton","Semis",5,5,"Ridge","male",117.6,0,"New Jersey","New Jersey","2017",1,"non-Powerhouse","instate",1,1,1,1,0,-1,-1,1
"1806","Ridge SK","Scarsdale","Semis",6,5,"Ridge","male",115.6,0,"New York","New Jersey","2017",1,"non-Powerhouse","outofstate",0,NA,1,1,1,0,-1,2
"1807","Ridge SK","Yale","Quarters",6,5,"Ridge","male",116.8,0,"Connecticut","New Jersey","2017",1,"non-Powerhouse","outofstate",0,1,1,0,-1,-1,-1,-1
"1808","Ridge ST","Bronx","Octas",119,3,"Ridge","female",139.4,0,"New York","New Jersey","s",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1809","Ridge TT","Princeton","Semis",21,4,"Ridge","male",116.9,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"1810","Ridge VK","Bronx","Octas",36,5,"Ridge","male",144.3,0,"New York","New Jersey","2017",1,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1811","Ridge VK","Yale","Quarters",46,4,"Ridge","male",113.6,0,"Connecticut","New Jersey","2017",1,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1812","Ridge VT","Princeton","Semis",108,2,"Ridge","female",111.4,0,"New Jersey","New Jersey","2018",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1813","Ridge VT","Scarsdale","Semis",45,3,"Ridge","male",111.6,0,"New York","New Jersey","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1814","Ridge WW","Princeton","Semis",59,3,"Ridge","male",114.4,0,"New Jersey","New Jersey","2016",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1815","Ridge WW","Scarsdale","Semis",23,4,"Ridge","male",113.3,0,"New York","New Jersey","2016",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1816","RobVel CG","UT","Semis",189,1,"Robert Vela","male",82.2,0,"Texas",NA,NA,1,"non-Powerhouse",NA,NA,-1,-1,-1,-1,-1,-1,-6
"1817","Rosemount JM","Glenbrooks","Octas",170,2,"Rosemount","male",134.6,0,"Illinois","Minnesota","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1818","Rosemount JS","Apple Valley","Octas",134,1,"Rosemount","male",138.6,0,"Minnesota","Minnesota","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1819","Rosemount JS","Blake","Quarters",91,1,"Rosemount","male",109.5,0,"Minnesota","Minnesota","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1820","Rosemount JS","Valley","Octas",130,0,"Rosemount","male",113.8,0,"Iowa","Minnesota","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1821","Rosemount MQ","Blake","Quarters",94,1,"Rosemount","female",108.54,0,"Minnesota","Minnesota","2019",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1822","Rosemount TS","Blake","Quarters",85,2,"Rosemount","female",108.32,0,"Minnesota","Minnesota","2019",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1823","Rosemount WL","Apple Valley","Octas",32,5,"Rosemount","male",143.7,0,"Minnesota","Minnesota","2017",1,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1824","Rosemount WL","Blake","Quarters",13,5,"Rosemount","male",115.1,0,"Minnesota","Minnesota","2017",1,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1825","Rosemount WL","Glenbrooks","Octas",63,4,"Rosemount","male",143.8,0,"Illinois","Minnesota","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1826","Rosemount WL","Valley","Octas",55,3,"Rosemount","male",113.7,0,"Iowa","Minnesota","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1827","Roseville Area SL","Blake","Quarters",66,3,"Roseville Area","male",108,0,"Minnesota","Minnesota","2016",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1828","Roslyn AG","Bronx","Octas",78,4,"Roslyn","male",141,0,"New York","New York","2017",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1829","Roslyn AG","Princeton","Semis",65,3,"Roslyn","male",113.8,0,"New Jersey","New York","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1830","Roslyn AG","Yale","Quarters",116,2,"Roslyn","male",110.8,0,"Connecticut","New York","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1831","Rowland Hall-St. Mark's EC","Alta","Quarters",77,3,"Rowland Hall-St. Mark's","female",105,0,"Utah","Utah","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1832","Rowland Hall-St. Mark's KO","Alta","Quarters",6,5,"Rowland Hall-St. Mark's","male",116.8,0,"Utah","Utah","2017",1,"non-Powerhouse","instate",1,NA,1,1,0,-1,-1,0
"1833","Rowland Hall-St. Mark's KO","Meadows","Quarters",21,4,"Rowland Hall-St. Mark's","male",118.4,0,"Nevada","Utah","2017",1,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
